ex_ID,ex_Date,ex_Type,ex_DurationMin,ex_TotalMarks,ex_PassGrade,cou_ID
1817,1/7/2019,Project Based,60,100,60,299
1818,12/31/2000,Project Based,40,50,30,10
1819,1/25/2008,Project Based,90,120,72,248
1820,10/17/2004,Multi Choice,20,30,18,323
1821,10/13/2017,Multi Choice,30,30,18,193
1822,11/6/2007,Written,180,100,60,267
1823,3/5/2005,Project Based,60,50,30,36
1824,2/20/2010,Multi Choice,40,50,30,30
1825,5/5/2021,Written,40,10,6,63
1826,1/3/1996,Project Based,180,30,18,178
1827,11/21/2004,Project Based,180,120,72,55
1828,11/5/2020,Written,30,120,72,253
1829,12/2/2007,Multi Choice,90,120,72,13
1830,10/8/2001,Project Based,30,120,72,270
1831,6/16/2001,Written,180,10,6,266
1832,2/8/2012,Written,90,30,18,249
1833,3/21/2010,Multi Choice,120,50,30,4
1834,12/1/1997,Written,90,50,30,273
1835,2/8/2024,Written,40,50,30,222
1836,10/15/2013,Project Based,180,30,18,116
1837,11/11/2002,Project Based,20,120,72,327
1838,10/18/2007,Multi Choice,30,100,60,316
1839,5/30/2014,Multi Choice,20,30,18,90
1840,11/14/2016,Multi Choice,30,120,72,67
1841,4/6/2007,Written,40,10,6,348
1842,5/28/2013,Multi Choice,20,100,60,151
1843,3/2/1998,Written,20,30,18,242
1844,11/17/1998,Written,60,50,30,16
1845,12/14/2000,Multi Choice,180,100,60,112
1846,5/1/2007,Multi Choice,40,50,30,61
1847,12/24/2024,Multi Choice,180,10,6,223
1848,6/28/2003,Multi Choice,40,10,6,295
1849,5/22/2024,Written,30,120,72,175
1850,5/10/2008,Project Based,30,10,6,18
1851,1/29/2012,Multi Choice,20,100,60,209
1852,2/13/2002,Project Based,120,120,72,75
1853,2/8/2003,Project Based,90,10,6,81
1854,6/1/2022,Multi Choice,180,50,30,273
1855,1/12/1998,Multi Choice,120,30,18,297
1856,2/9/1999,Multi Choice,60,100,60,249
1857,2/13/2008,Project Based,90,30,18,179
1858,10/24/1995,Multi Choice,40,30,18,339
1859,5/2/2015,Written,20,50,30,109
1860,10/7/2001,Written,20,100,60,315
1861,12/30/2009,Multi Choice,30,100,60,155
1862,10/23/2000,Written,180,50,30,183
1863,1/31/2000,Multi Choice,20,10,6,296
1864,6/19/2022,Written,40,30,18,10
1865,12/25/2024,Multi Choice,180,30,18,107
1866,5/19/1997,Project Based,30,100,60,201
1867,3/8/1996,Project Based,180,120,72,65
1868,5/14/1998,Written,40,10,6,339
1869,3/2/2005,Written,60,50,30,311
1870,2/20/1998,Multi Choice,90,10,6,313
1871,2/25/1998,Multi Choice,90,50,30,230
1872,11/30/2001,Project Based,30,10,6,174
1873,3/1/1998,Project Based,180,50,30,143
1874,12/6/2005,Written,120,120,72,13
1875,4/3/2007,Written,20,100,60,181
1876,3/6/2017,Written,120,50,30,135
1877,10/29/2009,Multi Choice,120,30,18,203
1878,2/13/2011,Multi Choice,30,10,6,131
1879,10/22/2009,Multi Choice,30,120,72,98
1880,3/4/1998,Project Based,60,120,72,185
1881,4/13/2023,Multi Choice,20,120,72,300
1882,6/14/2020,Multi Choice,40,100,60,70
1883,10/3/2019,Written,180,120,72,235
1884,4/4/2006,Multi Choice,40,10,6,294
1885,2/26/2019,Project Based,30,10,6,172
1886,2/8/2013,Written,180,30,18,328
1887,6/14/1999,Multi Choice,30,100,60,146
1888,12/10/2010,Written,40,10,6,99
1889,5/29/2001,Project Based,60,30,18,29
1890,3/11/2003,Multi Choice,120,120,72,9
1891,4/19/2007,Project Based,40,50,30,77
1892,11/5/2010,Multi Choice,40,120,72,300
1893,5/29/2008,Multi Choice,180,100,60,173
1894,10/12/2000,Written,60,10,6,237
1895,10/3/1997,Multi Choice,180,120,72,71
1896,1/19/2005,Multi Choice,30,10,6,246
1897,3/17/2000,Project Based,120,120,72,134
1898,4/9/2002,Written,60,50,30,109
1899,1/5/2010,Project Based,180,10,6,223
1900,11/25/1999,Written,60,10,6,210
1901,5/5/2014,Project Based,40,30,18,264
1902,5/26/2008,Project Based,90,30,18,11
1903,1/3/2006,Multi Choice,90,50,30,330
1904,12/16/2023,Multi Choice,60,100,60,194
1905,10/8/2019,Project Based,120,10,6,284
1906,10/9/1995,Project Based,180,10,6,241
1907,1/7/2005,Multi Choice,120,100,60,46
1908,5/29/2002,Written,30,30,18,143
1909,12/17/2015,Multi Choice,180,10,6,347
1910,11/20/2002,Project Based,180,30,18,58
1911,1/23/2001,Written,90,50,30,203
1912,10/6/2010,Project Based,20,50,30,11
1913,5/30/2003,Multi Choice,60,50,30,152
1914,12/16/2000,Written,180,10,6,35
1915,4/17/2003,Written,20,50,30,78
1916,3/19/2019,Written,60,50,30,6
1917,5/6/2009,Written,30,30,18,139
1918,5/20/2018,Multi Choice,90,120,72,8
1919,12/10/2014,Project Based,180,100,60,124
1920,1/2/1996,Written,20,120,72,205
1921,6/4/2021,Project Based,20,50,30,343
1922,5/25/2014,Multi Choice,120,30,18,198
1923,12/2/2010,Written,30,10,6,111
1924,6/20/1999,Multi Choice,30,50,30,343
1925,10/26/1997,Multi Choice,120,50,30,233
1926,11/21/2025,Written,120,30,18,192
1927,4/5/2006,Project Based,60,50,30,339
1928,12/6/2005,Project Based,120,10,6,261
1929,3/31/2005,Multi Choice,120,50,30,259
1930,3/28/1999,Multi Choice,30,50,30,106
1931,5/20/2003,Multi Choice,30,50,30,160
1932,4/3/2016,Project Based,60,100,60,333
1933,3/1/2013,Multi Choice,60,50,30,233
1934,4/21/2010,Multi Choice,30,10,6,225
1935,10/22/2004,Written,90,10,6,280
1936,12/31/2019,Multi Choice,30,30,18,13
1937,1/13/2014,Written,180,10,6,166
1938,6/5/2003,Project Based,60,100,60,153
1939,1/9/1997,Multi Choice,120,120,72,139
1940,2/25/2012,Multi Choice,40,50,30,176
1941,10/1/2006,Multi Choice,180,100,60,295
1942,2/13/2001,Multi Choice,40,30,18,150
1943,12/9/2002,Project Based,20,50,30,56
1944,6/18/2008,Project Based,120,30,18,56
1945,10/25/1995,Multi Choice,120,120,72,143
1946,10/30/2023,Written,20,30,18,167
1947,11/14/1996,Written,40,50,30,231
1948,6/3/2008,Written,60,10,6,48
1949,10/26/2020,Multi Choice,90,30,18,300
1950,3/15/2013,Multi Choice,20,10,6,142
1951,4/20/2018,Multi Choice,40,120,72,105
1952,5/20/1996,Written,40,30,18,227
1953,2/9/2006,Multi Choice,20,10,6,170
1954,1/6/1996,Project Based,120,50,30,300
1955,3/14/1996,Project Based,60,100,60,134
1956,6/18/2000,Multi Choice,20,30,18,88
1957,11/1/2008,Written,30,120,72,168
1958,3/23/1999,Multi Choice,90,120,72,336
1959,12/4/2022,Project Based,20,120,72,87
1960,3/25/1998,Project Based,120,10,6,290
1961,11/23/2018,Project Based,180,100,60,83
1962,10/24/2003,Project Based,180,10,6,45
1963,2/2/2026,Written,120,50,30,45
1964,5/28/1999,Project Based,30,120,72,180
1965,3/28/2010,Written,90,30,18,243
1966,5/6/2025,Multi Choice,180,100,60,80
1967,3/24/1996,Multi Choice,120,30,18,333
1968,12/5/2002,Multi Choice,90,30,18,308
1969,10/28/2003,Multi Choice,30,10,6,225
1970,5/16/2018,Project Based,30,10,6,35
1971,1/22/2003,Project Based,180,10,6,337
1972,11/28/1995,Project Based,30,30,18,221
1973,6/30/2023,Multi Choice,60,50,30,248
1974,12/12/2024,Multi Choice,120,30,18,288
1975,6/12/2008,Written,60,50,30,223
1976,5/22/2023,Project Based,120,30,18,219
1977,11/20/1996,Project Based,90,10,6,284
1978,3/1/2013,Multi Choice,180,30,18,297
1979,1/7/2018,Project Based,20,120,72,57
1980,6/28/1997,Written,180,30,18,28
1981,5/22/1997,Project Based,180,100,60,101
1982,2/23/2001,Project Based,90,50,30,46
1983,3/3/2017,Multi Choice,180,30,18,66
1984,11/14/2021,Written,40,30,18,330
1985,10/31/2001,Multi Choice,120,100,60,109
1986,1/15/2012,Multi Choice,90,50,30,22
1987,11/14/2001,Project Based,120,120,72,215
1988,2/21/2006,Multi Choice,90,100,60,61
1989,10/2/2016,Multi Choice,90,120,72,93
1990,1/14/1997,Written,30,100,60,204
1991,1/28/2008,Written,60,30,18,265
1992,2/27/2008,Project Based,40,100,60,173
1993,11/20/2015,Written,180,120,72,73
1994,10/18/2005,Project Based,20,100,60,108
1995,11/11/2021,Multi Choice,40,50,30,48
1996,2/21/1998,Project Based,40,10,6,30
1997,4/13/2009,Multi Choice,40,50,30,191
1998,3/3/2012,Multi Choice,40,120,72,164
1999,1/29/2025,Project Based,30,100,60,41
2000,2/17/2024,Multi Choice,60,50,30,172
2001,10/8/2019,Project Based,20,100,60,51
2002,3/31/2017,Multi Choice,180,120,72,291
2003,3/20/2019,Written,20,30,18,45
2004,12/6/2024,Written,20,120,72,307
2005,3/27/2010,Written,20,30,18,56
2006,11/30/2011,Project Based,60,10,6,90
2007,4/2/2001,Multi Choice,30,120,72,88
2008,6/22/2026,Project Based,120,10,6,284
2009,12/25/2002,Project Based,180,100,60,220
2010,11/16/2005,Written,90,120,72,43
2011,12/20/2025,Written,120,100,60,105
2012,3/14/2026,Written,180,50,30,49
2013,1/27/2002,Multi Choice,20,100,60,52
2014,4/8/2025,Written,120,30,18,164
2015,10/7/2001,Written,180,50,30,244
2016,2/3/2022,Written,60,30,18,145
2017,2/6/2010,Project Based,60,120,72,225
2018,4/11/2001,Written,90,50,30,319
2019,6/26/2006,Written,90,120,72,220
2020,6/30/2023,Project Based,20,120,72,184
2021,10/11/2019,Written,90,10,6,234
2022,10/8/2012,Written,120,10,6,32
2023,1/10/2020,Multi Choice,20,30,18,286
2024,10/15/2018,Multi Choice,60,50,30,99
2025,3/5/2019,Project Based,180,30,18,140
2026,2/26/1997,Written,40,100,60,179
2027,11/7/2000,Multi Choice,90,100,60,150
2028,12/30/2006,Written,60,120,72,31
2029,3/17/2001,Written,180,30,18,186
2030,11/15/2003,Written,180,50,30,238
2031,1/4/2000,Written,120,120,72,61
2032,3/14/2009,Project Based,180,100,60,5
2033,12/27/2009,Multi Choice,180,50,30,113
2034,6/17/2000,Multi Choice,30,30,18,321
2035,3/20/2024,Multi Choice,60,120,72,23
2036,11/27/1997,Written,180,120,72,240
2037,3/8/2024,Project Based,20,10,6,47
2038,4/12/2018,Project Based,20,100,60,198
2039,1/3/2017,Written,60,30,18,302
2040,12/14/2016,Multi Choice,40,30,18,96
2041,3/12/2016,Multi Choice,120,30,18,136
2042,12/24/1999,Written,40,30,18,246
2043,5/14/2007,Project Based,60,50,30,198
2044,4/23/1996,Written,60,10,6,94
2045,11/23/2024,Project Based,60,120,72,313
2046,12/27/2002,Project Based,20,30,18,232
2047,11/30/1998,Written,120,30,18,224
2048,6/8/2005,Project Based,60,10,6,147
2049,1/1/2007,Project Based,120,120,72,48
2050,11/10/2002,Project Based,20,50,30,201
2051,1/24/2008,Written,90,30,18,331
2052,12/11/2007,Project Based,90,100,60,260
2053,3/6/1998,Project Based,60,50,30,266
2054,5/4/2011,Written,60,30,18,154
2055,4/3/1998,Multi Choice,180,10,6,133
2056,3/20/2001,Project Based,30,120,72,212
2057,5/18/2005,Project Based,60,100,60,68
2058,1/5/1996,Written,30,100,60,304
2059,12/18/2005,Written,180,100,60,91
2060,2/17/2001,Project Based,90,50,30,152
2061,2/19/2006,Written,40,10,6,54
2062,5/27/2018,Multi Choice,180,120,72,192
2063,6/27/2012,Multi Choice,90,50,30,268
2064,12/3/2014,Written,90,30,18,27
2065,10/12/2004,Project Based,60,100,60,173
2066,1/16/1998,Project Based,20,10,6,202
2067,6/24/2022,Written,30,10,6,140
2068,4/29/1997,Multi Choice,30,50,30,26
2069,2/14/2012,Project Based,60,10,6,189
2070,12/18/2009,Written,180,50,30,281
2071,2/20/2017,Written,60,10,6,25
2072,11/7/2014,Written,60,50,30,293
2073,5/20/2007,Project Based,90,10,6,256
2074,12/3/2010,Project Based,40,100,60,141
2075,12/21/2016,Multi Choice,120,120,72,294
2076,4/5/2010,Written,90,100,60,333
2077,1/24/2007,Project Based,90,100,60,222
2078,4/5/2023,Multi Choice,90,30,18,251
2079,12/17/2008,Multi Choice,40,10,6,203
2080,11/8/1996,Multi Choice,120,50,30,139
2081,5/3/2012,Written,30,10,6,232
2082,3/18/2014,Multi Choice,30,120,72,6
2083,2/3/2002,Multi Choice,40,30,18,302
2084,12/29/2000,Project Based,60,100,60,47
2085,12/14/2005,Multi Choice,180,30,18,282
2086,1/26/1996,Project Based,40,100,60,261
2087,3/5/2015,Written,60,100,60,70
2088,3/8/2003,Project Based,120,100,60,194
2089,2/2/2008,Multi Choice,30,10,6,33
2090,2/2/1996,Multi Choice,120,100,60,169
2091,1/10/2013,Multi Choice,180,100,60,319
2092,6/21/2003,Written,180,30,18,131
2093,2/14/1998,Multi Choice,30,100,60,140
2094,5/31/2001,Written,90,50,30,259
2095,3/5/2003,Written,90,100,60,9
2096,1/2/2014,Project Based,60,10,6,204
2097,1/14/2020,Written,60,30,18,254
2098,10/14/2003,Project Based,30,30,18,32
2099,10/3/2006,Multi Choice,20,120,72,101
2100,5/2/1996,Written,30,120,72,182
2101,11/22/2002,Project Based,60,100,60,338
2102,1/13/2019,Multi Choice,90,100,60,341
2103,10/6/1997,Project Based,180,50,30,93
2104,2/21/1999,Written,40,30,18,218
2105,11/2/1996,Written,40,100,60,131
2106,4/2/2002,Project Based,30,100,60,104
2107,4/17/2011,Multi Choice,90,100,60,308
2108,11/5/1995,Project Based,40,10,6,263
2109,3/31/1996,Multi Choice,180,120,72,76
2110,10/13/2000,Written,120,120,72,70
2111,4/6/2000,Project Based,60,10,6,18
2112,5/13/2004,Project Based,60,10,6,302
2113,5/26/2024,Written,20,30,18,164
2114,5/21/2005,Multi Choice,120,10,6,236
2115,11/10/2024,Project Based,20,120,72,79
2116,2/17/1997,Project Based,120,100,60,67
2117,4/16/1998,Project Based,120,30,18,156
2118,3/26/2021,Multi Choice,60,120,72,225
2119,4/30/2011,Project Based,90,30,18,268
2120,10/21/1998,Multi Choice,40,50,30,243
2121,4/14/1998,Project Based,120,120,72,115
2122,1/18/2003,Written,60,120,72,78
2123,3/5/2005,Project Based,20,100,60,314
2124,10/26/2004,Written,90,10,6,197
2125,4/2/1999,Project Based,40,100,60,228
2126,11/16/2008,Project Based,60,50,30,45
2127,6/20/2002,Project Based,120,50,30,226
2128,2/13/1996,Project Based,90,100,60,2
2129,12/27/2015,Multi Choice,90,100,60,193
2130,1/11/1999,Multi Choice,60,10,6,17
2131,5/8/2017,Written,40,120,72,253
2132,3/2/2025,Project Based,20,30,18,87
2133,4/30/2003,Written,60,10,6,222
2134,11/23/2000,Written,60,120,72,279
2135,11/8/2013,Multi Choice,180,100,60,141
2136,3/15/2011,Multi Choice,20,10,6,205
2137,2/5/1999,Written,90,120,72,316
2138,4/10/2002,Written,20,120,72,311
2139,1/17/2011,Written,180,120,72,211
2140,10/16/2006,Multi Choice,30,30,18,133
2141,10/21/2016,Project Based,20,120,72,180
2142,1/31/1998,Multi Choice,180,10,6,250
2143,5/7/1998,Multi Choice,60,10,6,337
2144,11/22/2000,Multi Choice,20,50,30,169
2145,6/28/1998,Project Based,180,50,30,123
2146,1/23/1998,Written,60,100,60,245
2147,1/12/1997,Written,180,30,18,255
2148,3/19/2006,Written,120,10,6,247
2149,10/18/2020,Written,60,10,6,118
2150,10/21/2025,Project Based,20,100,60,106
2151,5/11/2002,Multi Choice,90,100,60,316
2152,5/10/2020,Written,60,50,30,260
2153,6/5/2001,Written,30,120,72,49
2154,11/8/2000,Multi Choice,90,120,72,98
2155,11/18/2013,Written,180,100,60,322
2156,1/31/1998,Project Based,90,30,18,307
2157,1/3/2014,Written,60,30,18,57
2158,12/1/1998,Multi Choice,120,100,60,133
2159,2/28/2015,Written,30,100,60,237
2160,3/20/2016,Multi Choice,30,10,6,3
2161,12/30/2017,Written,120,30,18,125
2162,6/27/2006,Written,180,100,60,139
2163,12/9/2013,Project Based,120,100,60,186
2164,12/30/2002,Written,120,10,6,136
2165,12/9/1997,Written,20,100,60,237
2166,6/29/2019,Written,20,100,60,10
2167,5/7/2002,Written,90,10,6,227
2168,3/4/2003,Project Based,90,10,6,139
2169,10/30/1995,Multi Choice,120,50,30,73
2170,3/11/2010,Project Based,30,30,18,24
2171,4/8/1997,Multi Choice,30,10,6,206
2172,4/23/2008,Multi Choice,20,50,30,222
2173,6/9/2003,Written,30,10,6,255
2174,3/27/2005,Project Based,40,120,72,166
2175,5/12/2016,Written,90,120,72,315
2176,1/20/2018,Project Based,20,120,72,330
2177,1/13/2023,Written,120,50,30,19
2178,12/14/1997,Written,120,10,6,118
2179,12/17/1998,Written,60,30,18,90
2180,2/1/1998,Multi Choice,180,100,60,141
2181,3/2/2025,Project Based,30,120,72,337
2182,4/24/2005,Project Based,180,50,30,72
2183,1/4/1996,Project Based,60,10,6,300
2184,2/18/1997,Multi Choice,180,50,30,41
2185,2/8/2013,Multi Choice,40,50,30,82
2186,6/29/2000,Multi Choice,180,30,18,289
2187,4/21/2006,Multi Choice,180,120,72,271
2188,2/13/2001,Multi Choice,30,30,18,119
2189,6/26/1996,Project Based,60,30,18,235
2190,1/4/2001,Multi Choice,40,50,30,213
2191,4/22/2026,Multi Choice,40,10,6,95
2192,5/13/2006,Multi Choice,120,120,72,233
2193,1/28/2025,Multi Choice,30,50,30,56
2194,10/22/2021,Written,40,10,6,304
2195,4/28/2000,Written,60,50,30,120
2196,6/16/2011,Written,90,100,60,217
2197,12/5/1997,Multi Choice,120,120,72,83
2198,2/23/2004,Written,120,100,60,59
2199,5/27/1997,Written,60,10,6,233
2200,2/1/2004,Written,20,100,60,349
2201,12/14/2019,Multi Choice,120,10,6,229
2202,11/28/2007,Multi Choice,90,120,72,70
2203,6/16/2007,Project Based,20,100,60,318
2204,5/9/2009,Written,30,30,18,236
2205,3/26/1999,Project Based,60,10,6,205
2206,6/13/2001,Written,30,100,60,174
2207,6/6/2009,Project Based,180,100,60,153
2208,6/7/2005,Project Based,30,10,6,223
2209,12/22/1998,Written,40,100,60,329
2210,2/4/2006,Written,60,120,72,245
2211,1/19/1997,Written,180,10,6,282
2212,11/5/2005,Project Based,30,100,60,309
2213,5/28/2009,Written,90,10,6,240
2214,10/21/2020,Multi Choice,20,120,72,246
2215,11/1/2003,Project Based,60,100,60,252
2216,5/4/2013,Multi Choice,30,30,18,208
2217,2/17/1998,Written,40,100,60,2
2218,3/30/2004,Multi Choice,120,120,72,180
2219,1/24/2001,Multi Choice,90,120,72,28
2220,4/24/2004,Project Based,120,30,18,77
2221,3/2/2022,Project Based,60,100,60,308
2222,2/6/2008,Multi Choice,40,30,18,345
2223,1/18/2001,Written,180,50,30,314
2224,11/5/1997,Multi Choice,40,100,60,16
2225,1/26/2005,Written,30,10,6,40
2226,4/18/2007,Written,180,100,60,188
2227,11/7/2005,Project Based,30,50,30,62
2228,1/22/2014,Written,180,30,18,45
2229,12/23/2010,Written,180,100,60,28
2230,3/13/2026,Project Based,40,100,60,67
2231,12/14/1995,Multi Choice,180,120,72,157
2232,11/26/2013,Written,40,30,18,339
2233,6/29/1998,Written,120,120,72,73
2234,4/6/2025,Project Based,180,10,6,10
2235,5/21/1997,Project Based,90,50,30,333
2236,5/9/2011,Multi Choice,40,10,6,295
2237,11/28/2015,Multi Choice,40,10,6,86
2238,3/30/2002,Project Based,60,100,60,242
2239,6/16/2020,Multi Choice,180,50,30,4
2240,1/11/2012,Project Based,60,30,18,132
2241,3/15/1996,Project Based,20,50,30,224
2242,12/4/2012,Project Based,90,100,60,126
2243,10/18/2000,Written,120,120,72,226
2244,2/19/2026,Multi Choice,40,30,18,59
2245,5/18/1999,Project Based,40,120,72,128
2246,4/21/2006,Project Based,180,50,30,170
2247,12/17/2006,Written,20,50,30,251
2248,2/16/2011,Written,120,50,30,70
2249,12/6/2003,Multi Choice,180,50,30,284
2250,5/24/1998,Written,90,10,6,110
2251,1/12/1996,Multi Choice,90,100,60,325
2252,1/4/2007,Written,60,100,60,99
2253,6/29/2013,Project Based,60,100,60,75
2254,12/2/1997,Project Based,90,10,6,84
2255,1/23/2026,Written,30,50,30,218
2256,5/8/1999,Written,30,50,30,281
2257,5/16/2017,Written,30,10,6,148
2258,10/9/2017,Multi Choice,120,100,60,145
2259,6/2/2003,Written,120,120,72,70
2260,10/15/2006,Project Based,20,120,72,7
2261,6/17/2019,Written,180,100,60,222
2262,5/30/1996,Project Based,30,120,72,101
2263,12/30/1995,Project Based,20,100,60,278
2264,5/2/2005,Written,40,100,60,295
2265,1/27/2011,Multi Choice,90,100,60,207
2266,11/29/2020,Multi Choice,60,100,60,34
2267,5/23/1996,Multi Choice,90,120,72,138
2268,11/8/2009,Project Based,90,100,60,15
2269,3/2/2003,Multi Choice,90,10,6,162
2270,12/26/1998,Multi Choice,180,100,60,275
2271,3/17/2000,Written,60,30,18,225
2272,3/19/2026,Project Based,120,120,72,225
2273,4/12/2002,Written,30,30,18,114
2274,10/22/2007,Written,90,100,60,4
2275,10/9/1997,Multi Choice,120,10,6,114
2276,5/24/2006,Multi Choice,20,100,60,342
2277,5/27/2009,Project Based,40,100,60,348
2278,11/20/2014,Project Based,120,10,6,120
2279,10/13/2003,Written,180,50,30,176
2280,2/27/1997,Written,40,120,72,345
2281,10/19/2013,Multi Choice,20,100,60,124
2282,5/24/2010,Project Based,30,30,18,82
2283,1/28/2007,Multi Choice,20,50,30,311
2284,5/31/2003,Written,90,30,18,11
2285,12/15/2011,Project Based,90,50,30,232
2286,5/14/2009,Project Based,90,120,72,83
2287,1/14/2000,Project Based,60,50,30,232
2288,4/11/2024,Multi Choice,40,30,18,298
2289,4/30/2004,Project Based,40,100,60,107
2290,5/21/2019,Multi Choice,120,30,18,129
2291,2/13/1996,Project Based,30,100,60,222
2292,1/26/2003,Project Based,180,100,60,244
2293,5/10/2014,Written,20,50,30,54
2294,1/1/2016,Written,60,10,6,155
2295,3/29/1996,Project Based,180,10,6,33
2296,4/10/2009,Written,90,100,60,230
2297,10/15/2022,Project Based,60,30,18,315
2298,10/26/1995,Multi Choice,90,10,6,137
2299,2/1/2018,Multi Choice,20,10,6,278
2300,10/17/1999,Written,40,30,18,101
2301,5/14/2005,Written,180,100,60,80
2302,10/22/2025,Written,120,50,30,307
2303,6/14/2014,Written,20,10,6,255
2304,1/23/2000,Multi Choice,90,50,30,68
2305,12/23/2021,Multi Choice,60,10,6,25
2306,3/3/2010,Multi Choice,40,30,18,130
2307,10/12/2006,Written,40,120,72,140
2308,1/26/2011,Project Based,30,30,18,291
2309,3/14/2009,Written,60,30,18,85
2310,3/30/2001,Project Based,180,50,30,210
2311,5/3/2014,Project Based,30,50,30,3
2312,6/16/2000,Written,120,120,72,346
