gp_ID,gp_Name,gp_Score
2321,Data Visualization Platform,74.97
2322,Digital Quiz and Result Analyzer,80.18
2323,Exam Scheduling and Proctoring System,70.54
2324,Exam Scheduling and Proctoring System,51.78
2325,Customer Feedback Analyzer,90
2326,Smart Invigilation System,80.5
2327,E-Commerce Dashboard,76.36
2328,E-Learning and Exam Platform,74.04
2329,University Admission Portal,57.08
2330,School Management System,86.09
2331,School Management System,53.04
2332,Smart Invigilation System,69.37
2333,Smart Invigilation System,53.19
2334,Online Examination System,59.32
2335,School Management System,88.1
2336,Exam Scheduling and Proctoring System,54.74
2337,IoT Smart Home Controller,98.6
2338,Library Automation System,64.77
2339,Cloud-Based Test Management,61.5
2340,E-Learning and Exam Platform,63.33
2341,Student Assessment Portal,76.36
2342,Cloud-Based Test Management,85.28
2343,Digital Quiz and Result Analyzer,76.24
2344,Healthcare Data Warehouse,83.11
2345,Employee Attendance Tracker,95.74
2346,Online Examination System,62.42
2347,Cloud-Based Test Management,61.21
2348,Smart Parking System,60.97
2349,Human Resource Management,66.64
2350,Smart Parking System,64.32
2351,Automated Exam Management,82.58
2352,Cloud-Based Test Management,70.26
2353,Cloud-Based Test Management,98.73
2354,Smart Parking System,84.81
2355,Cloud-Based Test Management,84.52
2356,Inventory Management System,76.64
2357,Automated Exam Management,94.44
2358,Library Automation System,87.59
2359,Employee Attendance Tracker,53.96
2360,Cloud-Based Test Management,86.63
2361,Exam Result Prediction System,52.17
2362,Exam Result Prediction System,57.05
2363,Cloud-Based Test Management,54.84
2364,Smart Invigilation System,91.58
2365,Exam Result Prediction System,67.33
2366,Smart Invigilation System,87.91
2367,Sales Forecasting Tool,78.21
2368,Digital Quiz and Result Analyzer,50.98
2369,Hospital Management System,64.88
2370,Smart Invigilation System,69.58
2371,Inventory Management System,50.33
2372,Tourism Recommendation System,61.37
2373,Online Examination System,56.44
2374,Cloud-Based Test Management,60.46
2375,Customer Feedback Analyzer,53.9
2376,Tourism Recommendation System,66.33
2377,Automated Exam Management,53.74
2378,IoT Smart Home Controller,98.08
2379,Library Automation System,88.88
2380,Human Resource Management,65.49
2381,Automated Exam Management,51.6
2382,Healthcare Data Warehouse,54.18
2383,School Management System,59.67
2384,Real Estate Analytics Dashboard,93.96
2385,Exam Result Prediction System,51.84
2386,E-Learning and Exam Platform,98.45
2387,E-Learning and Exam Platform,90.61
2388,Online Examination System,85.79
2389,Smart Parking System,54.97
2390,Exam Scheduling and Proctoring System,99.11
2391,Exam Scheduling and Proctoring System,89.15
2392,Exam Scheduling and Proctoring System,55.7
2393,Smart Parking System,73
2394,Human Resource Management,93.64
2395,Cloud-Based Test Management,85.71
2396,Real Estate Analytics Dashboard,70.24
2397,AI-based Exam Evaluator,77.72
2398,Customer Feedback Analyzer,76.14
2399,Employee Attendance Tracker,96.71
2400,Student Assessment Portal,83.17
2401,Data Visualization Platform,63.17
2402,Online Examination System,81.47
2403,Healthcare Data Warehouse,95.91
2404,Student Assessment Portal,57.55
2405,IoT Smart Home Controller,67
2406,School Management System,89.56
2407,Restaurant Ordering System,93.57
2408,Customer Feedback Analyzer,68.4
2409,Data Visualization Platform,50.11
2410,IoT Smart Home Controller,84.83
2411,Exam Scheduling and Proctoring System,90.6
2412,E-Learning and Exam Platform,78.44
2413,Cloud-Based Test Management,90.46
2414,AI-based Exam Evaluator,95.02
2415,Restaurant Ordering System,68.39
2416,Sales Forecasting Tool,72.77
2417,Automated Exam Management,66.99
2418,Exam Scheduling and Proctoring System,88.79
2419,Tourism Recommendation System,94.42
2420,Real Estate Analytics Dashboard,69.24
2421,Smart Parking System,89.96
2422,E-Learning and Exam Platform,99.29
2423,Sales Forecasting Tool,67.31
2424,Online Examination System,70.59
2425,Exam Result Prediction System,58.14
2426,Online Examination System,91.01
2427,Inventory Management System,98.95
2428,Digital Quiz and Result Analyzer,61.49
2429,IoT Smart Home Controller,81.55
2430,Exam Result Prediction System,95.2
2431,Exam Scheduling and Proctoring System,57.95
2432,Student Assessment Portal,55.13
2433,Tourism Recommendation System,56.62
2434,AI-based Exam Evaluator,99.23
2435,AI-based Exam Evaluator,65.42
2436,Exam Result Prediction System,93.85
2437,E-Commerce Dashboard,79.13
2438,Digital Quiz and Result Analyzer,75.91
2439,Student Assessment Portal,65.95
2440,Human Resource Management,67.7
2441,Human Resource Management,55.5
2442,Sales Forecasting Tool,79.34
2443,Employee Attendance Tracker,74.62
2444,AI-based Exam Evaluator,52.68
2445,Human Resource Management,62.34
2446,Healthcare Data Warehouse,67.92
2447,Smart Parking System,94.73
2448,Exam Scheduling and Proctoring System,95.71
2449,Digital Quiz and Result Analyzer,76.2
2450,Inventory Management System,54.21
2451,Library Automation System,71.84
2452,Cloud-Based Test Management,52.96
2453,Exam Result Prediction System,59.05
2454,Inventory Management System,64.22
2455,Cloud-Based Test Management,57.3
2456,Student Assessment Portal,70.61
2457,Automated Exam Management,71.06
2458,Customer Feedback Analyzer,56.8
2459,Sales Forecasting Tool,87.76
2460,Student Assessment Portal,58.11
2461,Social Media Analytics,57.74
2462,IoT Smart Home Controller,72.96
2463,E-Commerce Dashboard,59.07
2464,Cloud-Based Test Management,54.32
2465,Digital Quiz and Result Analyzer,58.91
2466,Smart Invigilation System,78.07
2467,Cloud-Based Test Management,57.06
2468,Tourism Recommendation System,69.26
2469,Digital Quiz and Result Analyzer,63.58
2470,School Management System,59.53
2471,Inventory Management System,90.08
2472,University Admission Portal,97.73
2473,Customer Feedback Analyzer,61.34
2474,Exam Scheduling and Proctoring System,86.04
2475,Online Examination System,55.65
2476,Logistics Optimization Platform,91.89
2477,Restaurant Ordering System,73.11
2478,School Management System,75.31
2479,E-Learning and Exam Platform,58.82
2480,Social Media Analytics,89.87
2481,Online Examination System,63.57
2482,Smart Parking System,80.58
2483,Social Media Analytics,85.65
2484,Cloud-Based Test Management,79.62
2485,Bank Loan Prediction System,96.04
2486,Bank Loan Prediction System,65.82
2487,Digital Quiz and Result Analyzer,90.47
2488,Inventory Management System,89.54
2489,Digital Quiz and Result Analyzer,86.1
2490,Healthcare Data Warehouse,50.01
2491,Digital Quiz and Result Analyzer,66.13
2492,Student Assessment Portal,73.32
2493,IoT Smart Home Controller,75.66
2494,Digital Quiz and Result Analyzer,66.18
2495,AI-based Exam Evaluator,61.15
2496,University Admission Portal,67.27
2497,Exam Result Prediction System,67.66
2498,School Management System,93.8
2499,AI-based Exam Evaluator,64.01
2500,Exam Scheduling and Proctoring System,98.5
2501,Logistics Optimization Platform,83.26
2502,Automated Exam Management,65.51
2503,Hospital Management System,67.49
2504,Sales Forecasting Tool,78.12
2505,Online Examination System,60.47
2506,E-Learning and Exam Platform,52.35
2507,Cloud-Based Test Management,67.3
2508,E-Learning and Exam Platform,87.81
2509,Smart Invigilation System,83.59
2510,Employee Attendance Tracker,84.2
2511,Student Assessment Portal,72.53
2512,Exam Result Prediction System,92.1
2513,E-Learning and Exam Platform,69.89
2514,AI-based Exam Evaluator,66.46
2515,Logistics Optimization Platform,73.65
2516,Digital Quiz and Result Analyzer,60.26
2517,Data Visualization Platform,88.79
2518,Hospital Management System,90.17
2519,Cloud-Based Test Management,94.18
2520,Library Automation System,64.65
2521,Cloud-Based Test Management,94.38
2522,Student Assessment Portal,97.42
2523,Exam Result Prediction System,95.97
2524,Digital Quiz and Result Analyzer,70.17
2525,Employee Attendance Tracker,76.69
2526,Smart Invigilation System,53.25
2527,Inventory Management System,87.89
2528,Logistics Optimization Platform,70.3
2529,Data Visualization Platform,69.72
2530,E-Learning and Exam Platform,90.94
2531,AI-based Exam Evaluator,61.98
2532,Student Assessment Portal,82.61
2533,Exam Result Prediction System,97.42
2534,Online Examination System,60.2
2535,Exam Scheduling and Proctoring System,50.62
2536,Student Assessment Portal,65.83
2537,University Admission Portal,98.32
2538,Online Examination System,66.45
2539,Cloud-Based Test Management,73.11
2540,University Admission Portal,68.88
2541,Healthcare Data Warehouse,93.06
2542,Automated Exam Management,92.96
2543,Exam Scheduling and Proctoring System,87.83
2544,Customer Feedback Analyzer,98.55
2545,Exam Result Prediction System,99.38
2546,Exam Scheduling and Proctoring System,64.97
2547,Exam Result Prediction System,61.9
2548,Exam Scheduling and Proctoring System,80.04
2549,Student Assessment Portal,54.65
2550,Cloud-Based Test Management,97
2551,AI-based Exam Evaluator,88.78
2552,AI-based Exam Evaluator,88.56
2553,University Admission Portal,58.4
2554,Exam Result Prediction System,56.3
2555,Human Resource Management,89.84
2556,E-Learning and Exam Platform,71.46
2557,Automated Exam Management,57.12
2558,Tourism Recommendation System,57.56
2559,Data Visualization Platform,76.95
2560,Inventory Management System,58.05
2561,Digital Quiz and Result Analyzer,52.65
2562,AI-based Exam Evaluator,90.6
2563,Social Media Analytics,93.08
2564,Cloud-Based Test Management,54.89
2565,School Management System,64.33
2566,AI-based Exam Evaluator,74.36
2567,Human Resource Management,81.85
2568,Smart Parking System,74.33
2569,Bank Loan Prediction System,91.46
2570,Smart Invigilation System,54.82
2571,Data Visualization Platform,69.51
2572,Tourism Recommendation System,70.9
2573,Automated Exam Management,85.84
2574,Customer Feedback Analyzer,84.88
2575,Smart Invigilation System,60.84
2576,Social Media Analytics,57.74
2577,E-Commerce Dashboard,94.02
2578,E-Learning and Exam Platform,85.92
2579,Exam Result Prediction System,94.29
2580,Online Examination System,56.62
2581,Exam Scheduling and Proctoring System,78.23
2582,Real Estate Analytics Dashboard,77.45
2583,School Management System,82.06
2584,Digital Quiz and Result Analyzer,88.96
2585,Student Assessment Portal,76.19
2586,Sales Forecasting Tool,62.99
2587,Exam Result Prediction System,89.44
2588,Smart Invigilation System,50.82
2589,Exam Scheduling and Proctoring System,60.4
2590,Healthcare Data Warehouse,78.2
2591,Employee Attendance Tracker,83.52
2592,E-Learning and Exam Platform,58.2
2593,Data Visualization Platform,75.55
2594,E-Learning and Exam Platform,55.04
2595,Exam Scheduling and Proctoring System,87.46
2596,University Admission Portal,89.72
2597,E-Commerce Dashboard,80.31
2598,Employee Attendance Tracker,82.54
2599,Automated Exam Management,61.12
2600,Healthcare Data Warehouse,92.39
2601,School Management System,75.38
2602,Bank Loan Prediction System,64.88
2603,Healthcare Data Warehouse,71.01
2604,Inventory Management System,59.65
2605,Human Resource Management,53.78
2606,Hospital Management System,54.32
2607,Restaurant Ordering System,66.55
2608,Social Media Analytics,81.42
2609,IoT Smart Home Controller,66.45
2610,Student Assessment Portal,66.14
2611,Data Visualization Platform,61
2612,AI-based Exam Evaluator,96.84
2613,Exam Scheduling and Proctoring System,96.58
2614,Student Assessment Portal,83.78
2615,Student Assessment Portal,55.9
2616,Online Examination System,52.94
2617,Digital Quiz and Result Analyzer,62.35
2618,Human Resource Management,72.34
2619,AI-based Exam Evaluator,59.9
2620,Logistics Optimization Platform,63.03
2621,University Admission Portal,58.26
2622,Student Assessment Portal,74.72
2623,Sales Forecasting Tool,70.84
2624,Cloud-Based Test Management,97.74
2625,Bank Loan Prediction System,96.21
2626,Sales Forecasting Tool,95.8
2627,Data Visualization Platform,82.55
2628,Automated Exam Management,97.33
2629,Exam Scheduling and Proctoring System,72.47
2630,Social Media Analytics,74.41
2631,Cloud-Based Test Management,65.14
2632,Cloud-Based Test Management,59.04
2633,School Management System,94.55
2634,Exam Scheduling and Proctoring System,50.73
2635,Customer Feedback Analyzer,64.1
2636,Inventory Management System,77.71
2637,Digital Quiz and Result Analyzer,83.46
2638,Smart Parking System,85.85
2639,Smart Invigilation System,80.83
2640,Smart Invigilation System,69.39
2641,Exam Result Prediction System,66.87
2642,Digital Quiz and Result Analyzer,77.16
2643,Sales Forecasting Tool,75.45
2644,Digital Quiz and Result Analyzer,64.03
2645,E-Learning and Exam Platform,58.78
2646,Digital Quiz and Result Analyzer,52.02
2647,Automated Exam Management,98.21
2648,Inventory Management System,56.21
2649,E-Learning and Exam Platform,59.03
2650,Student Assessment Portal,57.64
2651,Online Examination System,66.9
2652,AI-based Exam Evaluator,57.73
2653,Restaurant Ordering System,85.85
2654,Hospital Management System,51.64
2655,IoT Smart Home Controller,99.71
2656,Cloud-Based Test Management,86.77
2657,Data Visualization Platform,96.88
2658,Sales Forecasting Tool,56.18
2659,Student Assessment Portal,82.27
2660,AI-based Exam Evaluator,53.27
2661,Exam Result Prediction System,65.04
2662,AI-based Exam Evaluator,90.38
2663,Smart Invigilation System,58.78
2664,Logistics Optimization Platform,71.91
2665,Smart Parking System,85.07
2666,Inventory Management System,63.8
2667,Healthcare Data Warehouse,86.53
2668,Restaurant Ordering System,58.06
2669,Student Assessment Portal,91.23
2670,Real Estate Analytics Dashboard,57.34
2671,Human Resource Management,87.56
2672,Inventory Management System,98.66
2673,Hospital Management System,74.29
2674,Bank Loan Prediction System,88.37
2675,Data Visualization Platform,93.47
2676,Customer Feedback Analyzer,53.03
2677,Student Assessment Portal,61.29
2678,E-Commerce Dashboard,99.47
2679,E-Commerce Dashboard,64.68
2680,Restaurant Ordering System,93.97
2681,Logistics Optimization Platform,73.91
2682,Exam Result Prediction System,57.27
